annoTermID	annoClassID	annoTerm
2840	3	Capillary Leak Syndrome
2841	3	Carbon Tetrachloride Poisoning
2842	3	Carcinogenesis
2843	3	Carcinoid Tumor
2844	3	Carcinoma
2845	3	Carcinoma 256, Walker
2846	3	Carcinoma in Situ
2847	3	Carcinoma, Adenosquamous
2848	3	Carcinoma, Basal Cell
2849	3	Carcinoma, Bronchogenic
2850	3	Carcinoma, Ductal
2851	3	Carcinoma, Ductal, Breast
2852	3	Carcinoma, Ehrlich Tumor
2853	3	Carcinoma, Embryonal
2854	3	Carcinoma, Endometrioid
2855	3	Carcinoma, Hepatocellular
2856	3	Carcinoma, Islet Cell
2857	3	Carcinoma, Large Cell
2858	3	Carcinoma, Lewis Lung
2859	3	Carcinoma, Lobular
2860	3	Carcinoma, Medullary
2861	3	Carcinoma, Merkel Cell
2862	3	Carcinoma, Non-Small-Cell Lung
2863	3	Carcinoma, Pancreatic Ductal
2864	3	Carcinoma, Papillary
2865	3	Carcinoma, Renal Cell
2866	3	Carcinoma, Small Cell
2867	3	Carcinoma, Squamous Cell
2868	3	Carcinoma, Transitional Cell
2869	3	Carcinoma, squamous cell of head and neck
2870	3	Cardiac Complexes, Premature
2871	3	Cardiac Output, High
2872	3	Cardiac Output, Low
2873	3	Cardiac Tamponade
2874	3	Cardiomegaly
2875	3	Cardiomyopathies
2876	3	Cardiomyopathy dilated with Woolly hair and keratoderma
2877	3	Cardiomyopathy, Alcoholic
2878	3	Cardiomyopathy, Dilated
2879	3	Cardiomyopathy, Hypertrophic
2880	3	Cardiomyopathy, Restrictive
2881	3	Cardiotoxicity
2882	3	Cardiovascular Abnormalities
2883	3	Cardiovascular Diseases
2884	3	Cardiovirus Infections
2885	3	Carotid Artery Diseases
2886	3	Carotid Artery Injuries
2887	3	Carotid Artery Thrombosis
2888	3	Carotid Artery, Internal, Dissection
2889	3	Carotid Stenosis
2890	3	Carpal Tunnel Syndrome
2891	3	Cartilage Diseases
2892	3	Cat Diseases
2893	3	Catalepsy
2894	3	Cataplexy
2895	3	Cataract
2896	3	Catatonia
2897	3	Cattle Diseases
2898	3	Causalgia
2899	3	Cavernous Sinus Thrombosis
2900	3	Cecal Diseases
2901	3	Cecal Neoplasms
2902	3	Celiac Disease
2903	3	Cell Transformation, Neoplastic
2904	3	Cellulitis
2905	3	Central Nervous System Diseases
2906	3	Central Nervous System Fungal Infections
2907	3	Central Nervous System Infections
2908	3	Central Nervous System Neoplasms
2909	3	Cerebellar Ataxia
2910	3	Cerebellar Diseases
2911	3	Cerebellar Neoplasms
2912	3	Cerebral Arterial Diseases
2913	3	Cerebral Hemorrhage
2914	3	Cerebral Hemorrhage, Traumatic
2915	3	Cerebral Infarction
2916	3	Cerebral Palsy
2917	3	Cerebral Ventriculitis
2918	3	Cerebrospinal Fluid Otorrhea
2919	3	Cerebrospinal Fluid Rhinorrhea
2920	3	Cerebrovascular Disorders
2921	3	Ceroid lipofuscinosis, neuronal 1, infantile
2922	3	Cervical Intraepithelial Neoplasia
2923	3	Cestode Infections
2924	3	Chagas Cardiomyopathy
2925	3	Chagas Disease
2926	3	Chalazion
2927	3	Charcot-Marie-Tooth Disease
2928	3	Cheilitis
2929	3	Chest Pain
2930	3	Cheyne-Stokes Respiration
2931	3	Chickenpox
2932	3	Child Behavior Disorders
2933	3	Child Development Disorders, Pervasive
2934	3	Child Nutrition Disorders
2935	3	Chills
2936	3	Chlamydia Infections
2937	3	Chloracne
2938	3	Choanal Atresia
2939	3	Cholangiocarcinoma
2940	3	Cholangitis
2941	3	Cholangitis, Sclerosing
2942	3	Cholecystitis
2943	3	Cholecystitis, Acute
2944	3	Cholecystolithiasis
2945	3	Choledochal Cyst
2946	3	Choledocholithiasis
2947	3	Cholelithiasis
2948	3	Cholestasis
2949	3	Cholestasis, Extrahepatic
2950	3	Cholestasis, Intrahepatic
2951	3	Chondrocalcinosis
2952	3	Chondrodysplasia Punctata
2953	3	Chondrosarcoma
2954	3	Chordoma
2955	3	Chorea
2956	3	Choriocarcinoma
2957	3	Chorioretinitis
2958	3	Choristoma
2959	3	Choroid Diseases
2960	3	Choroid Hemorrhage
2961	3	Choroidal Neovascularization
2962	3	Chromoblastomycosis
2963	3	Chromosomal Instability
2964	3	Chromosome 17 deletion
2965	3	Chromosome 7, monosomy
2966	3	Chromosome Aberrations
2967	3	Chromosome Breakage
2968	3	Chromosome Fragility
2969	3	Chronic Disease
2970	3	Chronobiology Disorders
2971	3	Churg-Strauss Syndrome
2972	3	Chylous Ascites
2973	3	Cicatrix
2974	3	Ciliophora Infections
2975	3	Cleft Lip
2976	3	Cleft Palate
2977	3	Clostridium Infections
2978	3	Clubfoot
2979	3	Cluster Headache
2980	3	Cocaine-Related Disorders
2981	3	Coccidioidomycosis
2982	3	Coccidiosis
2983	3	Cochlear Diseases
2984	3	Cognition Disorders
2985	3	Colic
2986	3	Colitis
2987	3	Colitis, Ischemic
2988	3	Colitis, Ulcerative
2989	3	Collagen Diseases
2990	3	Coloboma
2991	3	Colonic Diseases
2992	3	Colonic Diseases, Functional
2993	3	Colonic Neoplasms
2994	3	Colonic Polyps
2995	3	Colonic Pseudo-Obstruction
2996	3	Color Vision Defects
2997	3	Colorectal Neoplasms
2998	3	Colorectal Neoplasms, Hereditary Nonpolyposis
2999	3	Coma
3000	3	Combat Disorders
3001	3	Common Bile Duct Diseases
3002	3	Common Cold
3003	3	Community-Acquired Infections
3004	3	Compartment Syndromes
3005	3	Complex Regional Pain Syndromes
3006	3	Conduct Disorder
3007	3	Condylomata Acuminata
3008	3	Confusion
3009	3	Congenital Abnormalities
3010	3	Congenital Hyperinsulinism
3011	3	Congenital Hypothyroidism
3012	3	Congenital Microtia
3013	3	Congenital, Hereditary, and Neonatal Diseases and Abnormalities
3014	3	Conjunctival Diseases
3015	3	Conjunctivitis
3016	3	Conjunctivitis, Allergic
3017	3	Connective Tissue Diseases
3018	3	Conotruncal cardiac defects
3019	3	Consciousness Disorders
3020	3	Constipation
3021	3	Constriction, Pathologic
3022	3	Contracture
3023	3	Contusions
3024	3	Coproporphyria, Hereditary
3025	3	Corneal Diseases
3026	3	Corneal Edema
3027	3	Corneal Neovascularization
3028	3	Corneal Opacity
3029	3	Corneal Perforation
3030	3	Corneal Ulcer
3031	3	Corneal dystrophy Avellino type
3032	3	Coronary Aneurysm
3033	3	Coronary Artery Disease
3034	3	Coronary Disease
3035	3	Coronary Occlusion
3036	3	Coronary Restenosis
3037	3	Coronary Stenosis
3038	3	Coronary Thrombosis
3039	3	Coronary Vasospasm
3040	3	Coronavirus Infections
3041	3	Corynebacterium Infections
3042	3	Cough
3043	3	Coxsackievirus Infections
3044	3	Cranial Nerve Diseases
3045	3	Craniocerebral Trauma
3046	3	Craniofacial Abnormalities
3047	3	Craniofacial Dysostosis
3048	3	Craniosynostoses
3049	3	Crohn Disease
3050	3	Cross Infection
3051	3	Croup
3052	3	Cryoglobulinemia
3053	3	Cryptococcosis
3054	3	Cryptogenic Organizing Pneumonia
3055	3	Cryptorchidism
3056	3	Cryptosporidiosis
3057	3	Cushing Syndrome
3058	3	Cutaneous Fistula
3059	3	Cutis marmorata telangiectatica congenita
3060	3	Cyanosis
3061	3	Cyclopia
3062	3	Cystadenocarcinoma
3063	3	Cystadenoma
3064	3	Cystic Fibrosis
3065	3	Cysticercosis
3066	3	Cystinosis
3067	3	Cystinuria
3068	3	Cystitis
3069	3	Cystitis, Interstitial
3070	3	Cysts
3071	3	Cytochrome-c Oxidase Deficiency
3072	3	Cytomegalovirus Infections
3073	3	Cytomegalovirus Retinitis
3074	3	Dandy-Walker Syndrome
3075	3	Darier Disease
3076	3	Deafness
3077	3	Deafness, Aminoglycoside-Induced
3078	3	Death
3079	3	Death, Sudden
3080	3	Death, Sudden, Cardiac
3081	3	Decerebrate State
3082	3	Decompression Sickness
3083	3	Deglutition Disorders
3084	3	Dehydration
3085	3	Delayed Emergence from Anesthesia
3086	3	Delayed Graft Function
3087	3	Delirium
3088	3	Delirium, Dementia, Amnestic, Cognitive Disorders
3089	3	Dementia
3090	3	Dementia, Vascular
3091	3	Demyelinating Diseases
3092	3	Dengue
3093	3	Dent Disease
3094	3	Dental Caries
3095	3	Dental Plaque
3096	3	Dental Pulp Necrosis
3097	3	Depression, Postpartum
3098	3	Depressive Disorder
3099	3	Depressive Disorder, Major
3100	3	Dermatitis
3101	3	Dermatitis Herpetiformis
3102	3	Dermatitis, Allergic Contact
3103	3	Dermatitis, Atopic
3104	3	Dermatitis, Contact
3105	3	Dermatitis, Exfoliative
3106	3	Dermatitis, Irritant
3107	3	Dermatitis, Occupational
3108	3	Dermatitis, Seborrheic
3109	3	Dermatofibrosarcoma
3110	3	Dermatomycoses
3111	3	Dermatomyositis
3112	3	Desmoid disease, hereditary
3113	3	Desmoplastic Small Round Cell Tumor
3114	3	Developmental Disabilities
3115	3	Dextrocardia
3116	3	Diabetes Complications
3117	3	Diabetes Insipidus
3118	3	Diabetes Insipidus, Nephrogenic
3119	3	Diabetes Insipidus, Neurogenic
3120	3	Diabetes Mellitus
3121	3	Diabetes Mellitus, Experimental
3122	3	Diabetes Mellitus, Lipoatrophic
3123	3	Diabetes Mellitus, Type 1
3124	3	Diabetes Mellitus, Type 2
3125	3	Diabetes, Gestational
3126	3	Diabetic Angiopathies
3127	3	Diabetic Cardiomyopathies
3128	3	Diabetic Coma
3129	3	Diabetic Foot
3130	3	Diabetic Ketoacidosis
3131	3	Diabetic Nephropathies
3132	3	Diabetic Neuropathies
3133	3	Diabetic Retinopathy
3134	3	Diarrhea
3135	3	Diffuse Axonal Injury
3136	3	Digestive System Abnormalities
3137	3	Digestive System Diseases
3138	3	Dilatation, Pathologic
3139	3	Diphyllobothriasis
3140	3	Diplopia
3141	3	Discitis
3142	3	Disease Models, Animal
3143	3	Disease Progression
3144	3	Disease Susceptibility
3145	3	Dislocations
3146	3	Disorders of Environmental Origin
3147	3	Disorders of Excessive Somnolence
3148	3	Disorders of Sex Development
3149	3	Disseminated Intravascular Coagulation
3150	3	Dissociative Disorders
3151	3	Diurnal Enuresis
3152	3	Diverticulitis
3153	3	Diverticulum
3154	3	Dizziness
3155	3	Dog Diseases
3156	3	Double Outlet Right Ventricle
3157	3	Down Syndrome
3158	3	Drug Eruptions
3159	3	Drug Hypersensitivity
3160	3	Drug Overdose
3161	3	Drug-Induced Liver Injury
3162	3	Drug-Induced Liver Injury, Chronic
3163	3	Drug-Related Side Effects and Adverse Reactions
3164	3	Dry Eye Syndromes
3165	3	Duane Retraction Syndrome
3166	3	Ductus Arteriosus, Patent
3167	3	Duodenal Neoplasms
3168	3	Duodenal Ulcer
3169	3	Duodenitis
3170	3	Dupuytren Contracture
3171	3	Dysarthria
3172	3	Dysentery
3173	3	Dysentery, Amebic
3174	3	Dysentery, Bacillary
3175	3	Dysgerminoma
3176	3	Dysgeusia
3177	3	Dysgnathia complex
3178	3	Dyskinesia, Drug-Induced
3179	3	Dyskinesias
3180	3	Dyslipidemias
3181	3	Dysmenorrhea
3182	3	Dysostoses
3183	3	Dyspareunia
3184	3	Dyspepsia
3185	3	Dysphonia
3186	3	Dyspnea
3187	3	Dyssomnias
3188	3	Dysthymic Disorder
3189	3	Dystocia
3190	3	Dystonia
3191	3	Dystonia Musculorum Deformans
3192	3	Dystonic Disorders
3193	3	Dysuria
3194	3	Eales disease
3195	3	Ear Diseases
3196	3	Ear Neoplasms
3197	3	Eating Disorders
3198	3	Ebstein Anomaly
3199	3	Ecchymosis
3200	3	Echinococcosis
3201	3	Echinococcosis, Hepatic
3202	3	Echolalia
3203	3	Eclampsia
3204	3	Ectodermal Dysplasia
3205	3	Ectrodactyly
3206	3	Ectromelia
3207	3	Ectropion
3208	3	Eczema
3209	3	Edema
3210	3	Edema of the optic disc
3211	3	Edema, Cardiac
3212	3	Elephantiasis, Filarial
3213	3	Emaciation
3214	3	Embolism
3215	3	Embolism and Thrombosis
3216	3	Embolism, Air
3217	3	Embolism, Cholesterol
3218	3	Embolism, Fat
3219	3	Embryo Loss
3220	3	Emphysema
3221	3	Empty Sella Syndrome
3222	3	Encephalitis
3223	3	Encephalitis, Herpes Simplex
3224	3	Encephalitis, Viral
3225	3	Encephalocele
3226	3	Encephalomyelitis
3227	3	Encephalomyelitis, Acute Disseminated
3228	3	Encephalomyelitis, Autoimmune, Experimental
3229	3	End Stage Liver Disease
3230	3	Endocardial Cushion Defects
3231	3	Endocarditis
3232	3	Endocarditis, Bacterial
3233	3	Endocarditis, Subacute Bacterial
3234	3	Endocrine Gland Neoplasms
3235	3	Endocrine System Diseases
3236	3	Endolymphatic Hydrops
3237	3	Endometrial Hyperplasia
3238	3	Endometrial Neoplasms
3239	3	Endometriosis
3240	3	Endometritis
3241	3	Endomyocardial Fibrosis
3242	3	Endophthalmitis
3243	3	Endotoxemia
3244	3	Endotoxin Hyporesponsiveness
3245	3	Entamoebiasis
3246	3	Enteritis
3247	3	Enterobiasis
3248	3	Enterocolitis
3249	3	Enterocolitis, Necrotizing
3250	3	Enterocolitis, Neutropenic
3251	3	Enterocolitis, Pseudomembranous
3252	3	Enuresis
3253	3	Eosinophilia
3254	3	Eosinophilia-Myalgia Syndrome
3255	3	Eosinophilic Granuloma
3256	3	Eosinophilic pustular folliculitis
3257	3	Ependymoma
3258	3	Epidermolysis Bullosa
3259	3	Epididymitis
3260	3	Epidural Abscess
3261	3	Epilepsia Partialis Continua
3262	3	Epilepsies, Myoclonic
3263	3	Epilepsies, Partial
3264	3	Epilepsy
3265	3	Epilepsy, Absence
3266	3	Epilepsy, Benign Neonatal
3267	3	Epilepsy, Complex Partial
3268	3	Epilepsy, Generalized
3269	3	Epilepsy, Post-Traumatic
3270	3	Epilepsy, Reflex
3271	3	Epilepsy, Rolandic
3272	3	Epilepsy, Temporal Lobe
3273	3	Epilepsy, Tonic-Clonic
3274	3	Epileptic encephalopathy, Lennox-Gastaut type
3275	3	Episodic ataxia with nystagmus
3276	3	Epispadias
3277	3	Epistaxis
3278	3	Epstein-Barr Virus Infections
3279	3	Erectile Dysfunction
3280	3	Ergotism
3281	3	Erythema
3282	3	Erythema Chronicum Migrans
3283	3	Erythema Multiforme
3284	3	Erythema Nodosum
3285	3	Erythema migrans
3286	3	Erythrokeratodermia Variabilis 3
3287	3	Erythromelalgia
3288	3	Escherichia coli Infections
3289	3	Esophageal Achalasia
3290	3	Esophageal Atresia
3291	3	Esophageal Diseases
3292	3	Esophageal Motility Disorders
3293	3	Esophageal Neoplasms
3294	3	Esophageal Squamous Cell Carcinoma
3295	3	Esophageal Stenosis
3296	3	Esophageal and Gastric Varices
3297	3	Esophagitis
3298	3	Esophagitis, Peptic
3299	3	Esotropia
3300	3	Essential Tremor
3301	3	Euthyroid Sick Syndromes
3302	3	Evans Syndrome
3303	3	Exanthema
3304	3	Exfoliation Syndrome
3305	3	Exophthalmos
3306	3	Exotropia
3307	3	Extensively Drug-Resistant Tuberculosis
3308	3	Extravasation of Diagnostic and Therapeutic Materials
3309	3	Eye Abnormalities
3310	3	Eye Diseases
3311	3	Eye Hemorrhage
3312	3	Eye Infections
3313	3	Eye Injuries
3314	3	Eye Neoplasms
3315	3	Eye Pain
3316	3	Eyelid Diseases
3317	3	Eyelid Neoplasms
3318	3	Facial Asymmetry
3319	3	Facial Dermatoses
3320	3	Facial Nerve Diseases
3321	3	Facial Nerve Injuries
3322	3	Facial Neuralgia
3323	3	Facial Pain
3324	3	Facial Paralysis
3325	3	Facies
3326	3	Factor 8 deficiency, acquired
3327	3	Failed Back Surgery Syndrome
3328	3	Failure to Thrive
3329	3	Fallopian Tube Neoplasms
3330	3	Familial Hypophosphatemic Rickets
3331	3	Familial Mediterranean Fever
3332	3	Fanconi Anemia
3333	3	Fanconi Syndrome
3334	3	Fanconi like syndrome
3335	3	Farmer's Lung
3336	3	Fasciculation
3337	3	Fasciitis
3338	3	Fasciitis, Plantar
3339	3	Fat Necrosis
3340	3	Fatigue
3341	3	Fatigue Syndrome, Chronic
3342	3	Fatty Liver
3343	3	Fatty Liver, Alcoholic
3344	3	Fecal Impaction
3345	3	Fecal Incontinence
3346	3	Female Urogenital Diseases
3347	3	Feminization
3348	3	Femoral Neuropathy
3349	3	Femur Head Necrosis
3350	3	Fetal Alcohol Spectrum Disorders
3351	3	Fetal Death
3352	3	Fetal Diseases
3353	3	Fetal Distress
3354	3	Fetal Growth Retardation
3355	3	Fetal Hypoxia
3356	3	Fetal Resorption
3357	3	Fetal Weight
3358	3	Fetal hydantoin syndrome
3359	3	Fever
3360	3	Fever of Unknown Origin
3361	3	Fibroadenoma
3362	3	Fibrocystic Breast Disease
3363	3	Fibroma
3364	3	Fibromatosis, Abdominal
3365	3	Fibromatosis, Aggressive
3366	3	Fibromyalgia
3367	3	Fibrosarcoma
3368	3	Fibrosis
3369	3	Fibrous Dysplasia of Bone
3370	3	Finger Injuries
3371	3	Firesetting Behavior
3372	3	Fish Diseases
3373	3	Fissure in Ano
3374	3	Fistula
3375	3	Flank Pain
3376	3	Flatulence
3377	3	Flavivirus Infections
3378	3	Flea Infestations
3379	3	Flushing
3380	3	Focal Nodular Hyperplasia
3381	3	Folic Acid Deficiency
3382	3	Folliculitis
3383	3	Food Hypersensitivity
3384	3	Foodborne Diseases
3385	3	Foot Deformities
3386	3	Foot Deformities, Congenital
3387	3	Foot Dermatoses
3388	3	Foot Diseases
3389	3	Foot Injuries
3390	3	Foot Ulcer
3391	3	Foreign-Body Reaction
3392	3	Fractures, Bone
3393	3	Fragile X Syndrome
3394	3	Friedreich Ataxia
3395	3	Frontotemporal Dementia
3396	3	Fungemia
3397	3	Fusariosis
3398	3	Gagging
3399	3	Gait Apraxia
3400	3	Gait Ataxia
3401	3	Gait Disorders, Neurologic
3402	3	Galactorrhea
3403	3	Galactorrhea-Hyperprolactinemia
3404	3	Gallbladder Diseases
3405	3	Gallbladder Neoplasms
3406	3	Gallstones
3407	3	Gambling
3408	3	Ganglioneuroblastoma
3409	3	Gangrene
3410	3	Gas Poisoning
3411	3	Gastric Fistula
3412	3	Gastritis
3413	3	Gastroenteritis
3414	3	Gastroesophageal Reflux
3415	3	Gastrointestinal Diseases
3416	3	Gastrointestinal Hemorrhage
3417	3	Gastrointestinal Neoplasms
3418	3	Gastroparesis
3419	3	Gastroschisis
3420	3	Gaucher Disease
3421	3	Genetic Diseases, Inborn
3422	3	Genital Diseases, Female
3423	3	Genital Diseases, Male
3424	3	Genital Neoplasms, Female
3425	3	Genital Neoplasms, Male
3426	3	Genomic Instability
3427	3	Gerstmann Syndrome
3428	3	Giant Cell Arteritis
3429	3	Giant Cell Tumor of Bone
3430	3	Giant Lymph Node Hyperplasia
3431	3	Giardiasis
3432	3	Gingival Hemorrhage
3433	3	Gingival Hyperplasia
3434	3	Gingival Hypertrophy
3435	3	Gingival Overgrowth
3436	3	Gingivitis
3437	3	Glaucoma
3438	3	Glaucoma, Angle-Closure
3439	3	Glaucoma, Open-Angle
3440	3	Glioblastoma
3441	3	Glioma
3442	3	Gliosarcoma
3443	3	Gliosis
3444	3	Glomerulonephritis
3445	3	Glomerulonephritis, IGA
3446	3	Glomerulonephritis, Membranoproliferative
3447	3	Glomerulonephritis, Membranous
3448	3	Glomerulosclerosis, Focal Segmental
3449	3	Glossitis
3450	3	Glossopharyngeal Nerve Diseases
3451	3	Glucose Intolerance
3452	3	Glucose Metabolism Disorders
3453	3	Glucosephosphate Dehydrogenase Deficiency
3454	3	Glycogen Storage Disease
3455	3	Glycosuria
3456	3	Glycosuria, Renal
3457	3	Glycosylphosphatidylinositol deficiency
3458	3	Goiter
3459	3	Goiter, Nodular
3460	3	Goldenhar Syndrome
3461	3	Gonadal Disorders
3462	3	Gonadal Dysgenesis
3463	3	Gonorrhea
3464	3	Gout
3465	3	Graft Occlusion, Vascular
3466	3	Graft vs Host Disease
3467	3	Gram-Negative Bacterial Infections
3468	3	Gram-Positive Bacterial Infections
3469	3	Granuloma
3470	3	Granuloma Annulare
3471	3	Granuloma, Laryngeal
3472	3	Granuloma, Pyogenic
3473	3	Granulomatosis with Polyangiitis
3474	3	Granulomatosis, Orofacial
3475	3	Granulosa Cell Tumor
3476	3	Granulosa cell tumor of the ovary
3477	3	Graves Disease
3478	3	Graves Ophthalmopathy
3479	3	Growth Disorders
3480	3	Growth Hormone-Secreting Pituitary Adenoma
3481	3	Guillain-Barre Syndrome
3482	3	Gynecomastia
3483	3	HEARING LOSS, CISPLATIN-INDUCED, SUSCEPTIBILITY TO
3484	3	HIV Infections
3485	3	HIV Seropositivity
3486	3	HIV Wasting Syndrome
3487	3	HIV-Associated Lipodystrophy Syndrome
3488	3	HTLV-I Infections
3489	3	Haemophilus Infections
3490	3	Hair Diseases
3491	3	Hallucinations
3492	3	Halothane Hepatitis
3493	3	Hamartoma
3494	3	Hand Deformities, Congenital
3495	3	Hand Dermatoses
3496	3	Hand Injuries
3497	3	Hand-Foot Syndrome
3498	3	Hashimoto's encephalitis
3499	3	Head and Neck Neoplasms
3500	3	Headache
3501	3	Headache Disorders
3502	3	Headache Disorders, Primary
3503	3	Headache Disorders, Secondary
3504	3	Hearing Disorders
3505	3	Hearing Loss
3506	3	Hearing Loss, Bilateral
3507	3	Hearing Loss, Conductive
3508	3	Hearing Loss, High-Frequency
3509	3	Hearing Loss, Noise-Induced
3510	3	Hearing Loss, Sensorineural
3511	3	Hearing Loss, Sudden
3512	3	Hearing Loss, Unilateral
3513	3	Heart Arrest
3514	3	Heart Block
3515	3	Heart Defects, Congenital
3516	3	Heart Diseases
3517	3	Heart Failure
3518	3	Heart Failure, Diastolic
3519	3	Heart Injuries
3520	3	Heart Murmurs
3521	3	Heart Rupture, Post-Infarction
3522	3	Heart Septal Defects, Atrial
3523	3	Heart Septal Defects, Ventricular
3524	3	Heart Valve Diseases
3525	3	Heartburn
3526	3	Heat Stroke
3527	3	Heavy Metal Toxicity
3528	3	Helicobacter Infections
3529	3	Helminthiasis
3530	3	Helminthiasis, Animal
3531	3	Hemangioblastoma
3532	3	Hemangioendothelioma
3533	3	Hemangioma
3534	3	Hemangioma, Cavernous
3535	3	Hemangiosarcoma
3536	3	Hemarthrosis
3537	3	Hematemesis
3538	3	Hematologic Diseases
3539	3	Hematologic Neoplasms
3540	3	Hematoma
3541	3	Hematoma, Epidural, Cranial
3542	3	Hematoma, Epidural, Spinal
3543	3	Hematoma, Subdural
3544	3	Hematoma, Subdural, Acute
3545	3	Hematoma, Subdural, Chronic
3546	3	Hematuria
3547	3	Hemianopsia
3548	3	Hemifacial Spasm
3549	3	Hemiplegia
3550	3	Hemobilia
3551	3	Hemoglobinuria
3552	3	Hemoglobinuria, Paroxysmal
3553	3	Hemolysis
3554	3	Hemolytic-Uremic Syndrome
3555	3	Hemophilia A
3556	3	Hemoptysis
3557	3	Hemorrhage
3558	3	Hemorrhagic Disorders
3559	3	Hemorrhagic Fever with Renal Syndrome
3560	3	Hemorrhagic Fever, American
3561	3	Hemorrhagic Fever, Crimean
3562	3	Hemosiderosis
3563	3	Hemospermia
3564	3	Hemostatic Disorders
3565	3	Hemothorax
3566	3	Hepatic Encephalopathy
3567	3	Hepatic Insufficiency
3568	3	Hepatic Veno-Occlusive Disease
3569	3	Hepatitis
3570	3	Hepatitis A
3571	3	Hepatitis B
3572	3	Hepatitis B, Chronic
3573	3	Hepatitis C
3574	3	Hepatitis C, Chronic
3575	3	Hepatitis, Alcoholic
3576	3	Hepatitis, Animal
3577	3	Hepatitis, Autoimmune
3578	3	Hepatitis, Chronic
3579	3	Hepatoblastoma
3580	3	Hepatolenticular Degeneration
3581	3	Hepatomegaly
3582	3	Hepatorenal Syndrome
3583	3	Hereditary Angioedema Types I and II
3584	3	Hereditary Sensory and Motor Neuropathy
3585	3	Hernia
3586	3	Hernia, Diaphragmatic
3587	3	Hernia, Hiatal
3588	3	Hernia, Umbilical
3589	3	Hernias, Diaphragmatic, Congenital
3590	3	Heroin Dependence
3591	3	Herpes Genitalis
3592	3	Herpes Labialis
3593	3	Herpes Simplex
3594	3	Herpes Zoster
3595	3	Herpes Zoster Ophthalmicus
3596	3	Herpes Zoster Oticus
3597	3	Herpesviridae Infections
3598	3	Hiccup
3599	3	Hidradenitis Suppurativa
3600	3	High serum cholesterol, familial
3601	3	Hip Fractures
3602	3	Hirsutism
3603	3	Histiocytic Disorders, Malignant
3604	3	Histiocytic Sarcoma
3605	3	Histiocytoma, Malignant Fibrous
3606	3	Histiocytosis, Langerhans-Cell
3607	3	Histoplasmosis
3608	3	Hoarseness
3609	3	Hodgkin Disease
3610	3	Holoprosencephaly
3611	3	Homocystinuria
3612	3	Hookworm Infections
3613	3	Horner Syndrome
3614	3	Horse Diseases
3615	3	Hot Flashes
3616	3	Huntington Disease
3617	3	Hutchinson's Melanotic Freckle
3618	3	Hydrocephalus
3619	3	Hydronephrosis
3620	3	Hydrops Fetalis
3621	3	Hydrothorax
3622	3	Hymenolepiasis
3623	3	Hyperacusis
3624	3	Hyperaldosteronism
3625	3	Hyperalgesia
3626	3	Hyperammonemia
3627	3	Hyperamylasemia
3628	3	Hyperandrogenism
3629	3	Hyperbilirubinemia
3630	3	Hypercalcemia
3631	3	Hypercalciuria
3632	3	Hypercapnia
3633	3	Hypercholesterolemia
3634	3	Hyperemesis Gravidarum
3635	3	Hyperemia
3636	3	Hypereosinophilic Syndrome
3637	3	Hyperesthesia
3638	3	Hypergammaglobulinemia
3639	3	Hyperglycemia
3640	3	Hyperglycemic Hyperosmolar Nonketotic Coma
3641	3	Hyperhidrosis
3642	3	Hyperhomocysteinemia
3643	3	Hyperinsulinism
3644	3	Hyperkalemia
3645	3	Hyperkinesis
3646	3	Hyperlipidemia, Familial Combined
3647	3	Hyperlipidemias
3648	3	Hyperlipoproteinemia Type II
3649	3	Hyperlipoproteinemia Type III
3650	3	Hyperlipoproteinemia Type IV
3651	3	Hyperlipoproteinemia Type V
3652	3	Hyperlipoproteinemias
3653	3	Hypermanganesemia with Dystonia Polycythemia and Cirrhosis
3654	3	Hypernatremia
3655	3	Hyperostosis, Cortical, Congenital
3656	3	Hyperoxaluria
3657	3	Hyperoxaluria, Primary
3658	3	Hyperparathyroidism
3659	3	Hyperparathyroidism, Primary
3660	3	Hyperparathyroidism, Secondary
3661	3	Hyperphagia
3662	3	Hyperphosphatemia
3663	3	Hyperpigmentation
3664	3	Hyperplasia
3665	3	Hyperprolactinemia
3666	3	Hypersensitivity
3667	3	Hypersensitivity, Delayed
3668	3	Hypersensitivity, Immediate
3669	3	Hypersplenism
3670	3	Hypertelorism
3671	3	Hypertension
3672	3	Hypertension, Essential
3673	3	Hypertension, Malignant
3674	3	Hypertension, Portal
3675	3	Hypertension, Pregnancy-Induced
3676	3	Hypertension, Pulmonary
3677	3	Hypertension, Renal
3678	3	Hypertension, Renovascular
3679	3	Hypertensive Encephalopathy
3680	3	Hypertensive Nephropathy
3681	3	Hypertensive Retinopathy
3682	3	Hyperthyroidism
3683	3	Hypertrichosis
3684	3	Hypertriglyceridemia
3685	3	Hypertrophy
3686	3	Hypertrophy, Left Ventricular
3687	3	Hypertrophy, Right Ventricular
3688	3	Hyperuricemia
3689	3	Hyperventilation
3690	3	Hypervitaminosis A
3691	3	Hypesthesia
3692	3	Hyphema
3693	3	Hypoalbuminemia
3694	3	Hypoaldosteronism
3695	3	Hypoalphalipoproteinemias
3696	3	Hypocalcemia
3697	3	Hypocapnia
3698	3	Hypochondriasis
3699	3	Hypoglossal Nerve Diseases
3700	3	Hypoglycemia
3701	3	Hypoglycemia, leucine-induced
3702	3	Hypogonadism
3703	3	Hypohidrosis
3704	3	Hypokalemia
3705	3	Hypokalemic Periodic Paralysis
3706	3	Hypokinesia
3707	3	Hypolipoproteinemias
